No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17995 images in 10 CATEGORIES
4 augmented images by 'crop' to be generated.
Automatically generating validation set from 5% of the data.
Extracting augmented image features from training data set.
Analyzing and extracting image features.
+----------------------+------------------+--------------+------------------+
| Raw Images Processed | Augmented Images | Elapsed Time | Percent Complete |
| 2495                 | 12475            | 37m 21s      | 14.5%            |
| 2500                 | 12500            | 37m 25s      | 14.5%            |
| 2505                 | 12525            | 37m 30s      | 14.5%            |
| 2510                 | 12550            | 37m 34s      | 14.5%            |
| 2515                 | 12575            | 37m 39s      | 14.5%            |
| 2520                 | 12600            | 37m 43s      | 14.75%           |
| 2525                 | 12625            | 37m 48s      | 14.75%           |
| 2530                 | 12650            | 37m 52s      | 14.75%           |
| 2535                 | 12675            | 37m 57s      | 14.75%           |
| 2540                 | 12700            | 38m 1s       | 14.75%           |
| 2545                 | 12725            | 38m 6s       | 14.75%           |
| 2550                 | 12750            | 38m 10s      | 14.75%           |
| 2555                 | 12775            | 38m 15s      | 14.75%           |
| 2560                 | 12800            | 38m 19s      | 14.75%           |
| 2565                 | 12825            | 38m 24s      | 15%              |
| 2570                 | 12850            | 38m 29s      | 15%              |
| 2575                 | 12875            | 38m 33s      | 15%              |
| 2580                 | 12900            | 38m 38s      | 15%              |
| 2585                 | 12925            | 38m 42s      | 15%              |
| 2590                 | 12950            | 38m 47s      | 15%              |
| 2595                 | 12975            | 38m 51s      | 15%              |
| 2600                 | 13000            | 38m 56s      | 15%              |
| 2605                 | 13025            | 39m 0s       | 15.25%           |
| 2610                 | 13050            | 39m 5s       | 15.25%           |
| 2615                 | 13075            | 39m 9s       | 15.25%           |
| 2620                 | 13100            | 39m 14s      | 15.25%           |
| 2625                 | 13125            | 39m 18s      | 15.25%           |
| 2630                 | 13150            | 39m 23s      | 15.25%           |
| 2635                 | 13175            | 39m 27s      | 15.25%           |
| 2640                 | 13200            | 39m 32s      | 15.25%           |
| 2645                 | 13225            | 39m 36s      | 15.25%           |
| 2650                 | 13250            | 39m 41s      | 15.5%            |
| 2655                 | 13275            | 39m 45s      | 15.5%            |
| 2660                 | 13300            | 39m 50s      | 15.5%            |
| 2665                 | 13325            | 39m 54s      | 15.5%            |
| 2670                 | 13350            | 39m 59s      | 15.5%            |
| 2675                 | 13375            | 40m 3s       | 15.5%            |
| 2680                 | 13400            | 40m 8s       | 15.5%            |
| 2685                 | 13425            | 40m 12s      | 15.5%            |
| 2690                 | 13450            | 40m 17s      | 15.75%           |
| 2695                 | 13475            | 40m 21s      | 15.75%           |
| 2700                 | 13500            | 40m 26s      | 15.75%           |
| 2705                 | 13525            | 40m 30s      | 15.75%           |
| 2710                 | 13550            | 40m 35s      | 15.75%           |
| 2715                 | 13575            | 40m 39s      | 15.75%           |
| 2720                 | 13600            | 40m 44s      | 15.75%           |
| 2725                 | 13625            | 40m 49s      | 15.75%           |
| 2730                 | 13650            | 40m 53s      | 15.75%           |
| 2735                 | 13675            | 40m 58s      | 16%              |
| 2740                 | 13700            | 41m 2s       | 16%              |
| 2745                 | 13725            | 41m 7s       | 16%              |
| 2750                 | 13750            | 41m 11s      | 16%              |
| 2755                 | 13775            | 41m 16s      | 16%              |
| 2760                 | 13800            | 41m 20s      | 16%              |
| 2765                 | 13825            | 41m 24s      | 16%              |
| 2770                 | 13850            | 41m 29s      | 16%              |
| 2775                 | 13875            | 41m 34s      | 16%              |
| 2780                 | 13900            | 41m 38s      | 16.25%           |
| 2785                 | 13925            | 41m 43s      | 16.25%           |
| 2790                 | 13950            | 41m 47s      | 16.25%           |
| 2795                 | 13975            | 41m 52s      | 16.25%           |
| 2800                 | 14000            | 41m 56s      | 16.25%           |
| 2805                 | 14025            | 42m 1s       | 16.25%           |
| 2810                 | 14050            | 42m 5s       | 16.25%           |
| 2815                 | 14075            | 42m 10s      | 16.25%           |
| 2820                 | 14100            | 42m 14s      | 16.5%            |
| 2825                 | 14125            | 42m 19s      | 16.5%            |
| 2830                 | 14150            | 42m 23s      | 16.5%            |
| 2835                 | 14175            | 42m 28s      | 16.5%            |
| 2840                 | 14200            | 42m 32s      | 16.5%            |
| 2845                 | 14225            | 42m 36s      | 16.5%            |
